doc_number,document_id,title,authors,organization,venue,year,document_type,pdf_path,doi_or_url,pdf_url,source_api,external_id,total_pages,topics,countries,regions,sectors,climate_risks,technologies,policies,targets,indicators,abstract
D075,zhuk_2017_where_computer_vision_can_aid_physics_dynamic_cloud_1710_00194v1,Where computer vision can aid physics: dynamic cloud motion forecasting from satellite images,Sergiy Zhuk; Tigran Tchrakian; Albert Akhriev; Siyuan Lu; Hendrik Hamann,arXiv,arXiv,2017,Research Paper,data/pdfs/zhuk_2017_where_computer_vision_can_aid_physics_dynamic_cloud_1710_00194v1.pdf,http://arxiv.org/abs/1710.00194v1,https://arxiv.org/pdf/1710.00194v1.pdf,arXiv,1710.00194v1,17,renewable energy,United States,,energy; transport,,forecasting; remote sensing; solar PV; wind energy,,,,"This paper describes a new algorithm for solar energy forecasting from a sequence of Cloud Optical Depth (COD) images. The algorithm is based on the following simple observation: the dynamics of clouds represented by COD images resembles the motion (transport) of a density in a fluid flow. This suggests that, to forecast the motion of COD images, it is sufficient to forecast the flow. The latter, in turn, can be accomplished by fitting a parametric model of the fluid flow to the COD images observed in the past. Namely, the learning phase of the algorithm is composed of the following steps: (i) given a sequence of COD images, the snapshots of the optical flow are estimated from two consecutive COD images; (ii) these snapshots are then assimilated into a Navier-Stokes Equation (NSE), i.e. an initial velocity field for NSE is selected so that the corresponding NSE' solution is as close as possible to the optical flow snapshots. The prediction phase consists of utilizing a linear transport equation, which describes the propagation of COD images in the fluid flow predicted by NSE, to estimate the future motion of the COD images. The algorithm has been tested on COD images provided by two geostationary operational environmental satellites from NOAA serving the west-hemisphere."
D076,sangrody_2017_weather_forecasting_error_solar_energy_forecasting_1709_08135v1,Weather Forecasting Error in Solar Energy Forecasting,Hossein Sangrody; Morteza Sarailoo; Ning Zhou; Nhu Tran; Mahdi Motalleb; Elham Foruzan,arXiv,arXiv,2017,Research Paper,data/pdfs/sangrody_2017_weather_forecasting_error_solar_energy_forecasting_1709_08135v1.pdf,http://arxiv.org/abs/1709.08135v1,https://arxiv.org/pdf/1709.08135v1.pdf,arXiv,1709.08135v1,15,climate AI; climate science; renewable energy,United States,Europe,energy; water,,deep learning; forecasting; solar PV,,,,"As renewable distributed energy resources (DERs) penetrate the power grid at an accelerating speed, it is essential for operators to have accurate solar photovoltaic (PV) energy forecasting for efficient operations and planning. Generally, observed weather data are applied in the solar PV generation forecasting model while in practice the energy forecasting is based on forecasted weather data. In this paper, a study on the uncertainty in weather forecasting for the most commonly used weather variables is presented. The forecasted weather data for six days ahead is compared with the observed data and the results of analysis are quantified by statistical metrics. In addition, the most influential weather predictors in energy forecasting model are selected. The performance of historical and observed weather data errors is assessed using a solar PV generation forecasting model. Finally, a sensitivity test is performed to identify the influential weather variables whose accurate values can significantly improve the results of energy forecasting."
D077,sangrody_2017_performance_forecasting_presence_input_uncertainty_1707_04692v1,On the Performance of Forecasting Models in the Presence of Input Uncertainty,Hossein Sangrody; Morteza Sarailoo; Ning Zhou; Ahmad Shokrollahi; Elham Foruzan,arXiv,arXiv,2017,Research Paper,data/pdfs/sangrody_2017_performance_forecasting_presence_input_uncertainty_1707_04692v1.pdf,http://arxiv.org/abs/1707.04692v1,https://arxiv.org/pdf/1707.04692v1.pdf,arXiv,1707.04692v1,6,climate AI; climate science; renewable energy,United States,Europe,buildings; energy,,deep learning; forecasting; machine learning; solar PV,,,,"Nowadays, with the unprecedented penetration of renewable distributed energy resources (DERs), the necessity of an efficient energy forecasting model is more demanding than before. Generally, forecasting models are trained using observed weather data while the trained models are applied for energy forecasting using forecasted weather data. In this study, the performance of several commonly used forecasting methods in the presence of weather predictors with uncertainty is assessed and compared. Accordingly, both observed and forecasted weather data are collected, then the influential predictors for solar PV generation forecasting model are selected using several measures. Using observed and forecasted weather data, an analysis on the uncertainty of weather variables is represented by MAE and bootstrapping. The energy forecasting model is trained using observed weather data, and finally, the performance of several commonly used forecasting methods in solar energy forecasting is simulated and compared for a real case study."
D078,abuella_2017_solar_power_forecasting_support_vector_regression_1703_09851v1,Solar Power Forecasting Using Support Vector Regression,Mohamed Abuella; Badrul Chowdhury,arXiv,arXiv,2017,Research Paper,data/pdfs/abuella_2017_solar_power_forecasting_support_vector_regression_1703_09851v1.pdf,http://arxiv.org/abs/1703.09851v1,https://arxiv.org/pdf/1703.09851v1.pdf,arXiv,1703.09851v1,6,climate AI; climate science; renewable energy,Global; United States,Europe; Global,energy; infrastructure; transport; water,,battery storage; deep learning; forecasting; machine learning; solar PV; wind energy,,,,"Generation and load balance is required in the economic scheduling of generating units in the smart grid. Variable energy generations, particularly from wind and solar energy resources, are witnessing a rapid boost, and, it is anticipated that with a certain level of their penetration, they can become noteworthy sources of uncertainty. As in the case of load demand, energy forecasting can also be used to mitigate some of the challenges that arise from the uncertainty in the resource. While wind energy forecasting research is considered mature, solar energy forecasting is witnessing a steadily growing attention from the research community. This paper presents a support vector regression model to produce solar power forecasts on a rolling basis for 24 hours ahead over an entire year, to mimic the practical business of energy forecasting. Twelve weather variables are considered from a high-quality benchmark dataset and new variables are extracted. The added value of the heat index and wind speed as additional variables to the model is studied across different seasons. The support vector regression model performance is compared with artificial neural networks and multiple linear regression models for energy forecasting."
D079,meinshausen_2011_rcp_greenhouse_gas_concentrations_their_extensions_1765_2300_w2171984413,The RCP greenhouse gas concentrations and their extensions from 1765 to 2300,Malte Meinshausen; Steven J. Smith; Katherine Calvin; J. S. Daniel; M. Kainuma; Jean‐François Lamarque; Ken’ichi Matsumoto; S. A. Montzka; S. C. B. Raper; Keywan Riahi; Allison M. Thomson; Guus J. M. Velders; Detlef P. van Vuuren,Climatic Change,Climatic Change,2011,Journal Article,data/pdfs/meinshausen_2011_rcp_greenhouse_gas_concentrations_their_extensions_1765_2300_w2171984413.pdf,https://doi.org/10.1007/s10584-011-0156-z,https://link.springer.com/content/pdf/10.1007/s10584-011-0156-z.pdf,OpenAlex,W2171984413,29,climate science; mitigation,Germany; Global; United States,Europe; Global,health; industry,emissions,,,Limit Warming to 1.5C,,
D080,saha_2013_ncep_climate_forecast_system_version_2_w2060172488,The NCEP Climate Forecast System Version 2,Suranjana Saha; Shrinivas Moorthi; Xingren Wu; Jiande Wang; Sudhir Nadiga; Patrick Tripp; David Behringer; Yu-Tai Hou; Hui-ya Chuang; Mark Iredell; Michael Ek; Jesse Meng; Rongqian Yang; Malaquías Peña Mendez; Huug van den Dool; Qin Zhang; Wanqiu Wang; Mingyue Chen; Emily Becker,Journal of Climate,Journal of Climate,2013,Journal Article,data/pdfs/saha_2013_ncep_climate_forecast_system_version_2_w2060172488.pdf,https://doi.org/10.1175/jcli-d-12-00823.1,https://journals.ametsoc.org/downloadpdf/journals/clim/27/6/jcli-d-12-00823.1.pdf,OpenAlex,W2060172488,24,climate science; renewable energy,Global,Europe; Global,agriculture; energy; transport; water,,forecasting,Nationally Determined Contributions,,,
D081,rogelj_2016_paris_agreement_climate_proposals_need_boost_keep_warming_w2461419449,Paris Agreement climate proposals need a boost to keep warming well below 2 °C,Joeri Rogelj; Michel den Elzen; Niklas Höhne; Taryn Fransen; Hanna Fekete; Harald Winkler; Roberto Schaeffer; Fu Sha; Keywan Riahi; Malte Meinshausen,Nature,Nature,2016,Journal Article,data/pdfs/rogelj_2016_paris_agreement_climate_proposals_need_boost_keep_warming_w2461419449.pdf,https://doi.org/10.1038/nature18307,http://pure.iiasa.ac.at/id/eprint/13307/1/nature18307_proof1.pdf,OpenAlex,W2461419449,10,adaptation; climate science; energy transition; mitigation; policy and governance; renewable energy; sustainability,China; Germany; Global; United States,Africa; Global,energy; finance; industry,emissions,forecasting,Nationally Determined Contributions; Paris Agreement,Limit Warming to 1.5C; Reduce Emissions,CO2 emissions; energy efficiency; temperature rise,
D082,wang_2000_pacific_east_asian_teleconnection_how_does_enso_affect_w2150897391,Pacific–East Asian Teleconnection: How Does ENSO Affect East Asian Climate?,Bin Wang; Renguang Wu; Xiouhua Fu,Journal of Climate,Journal of Climate,2000,Journal Article,data/pdfs/wang_2000_pacific_east_asian_teleconnection_how_does_enso_affect_w2150897391.pdf,https://doi.org/10.1175/1520-0442(2000)013<1517:peathd>2.0.co;2,https://journals.ametsoc.org/downloadpdf/journals/clim/13/9/1520-0442_2000_013_1517_peathd_2.0.co_2.pdf,OpenAlex,W2150897391,20,climate science; renewable energy,China; Global,Asia; Global,industry,,forecasting,Nationally Determined Contributions,,temperature rise,
D083,scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819,The Helioseismic and Magnetic Imager (HMI) Investigation for the Solar Dynamics Observatory (SDO),P. H. Scherrer; J. Schou; R. I. Bush; А. Г. Косовичев; Ralph Bogart; J. T. Hoeksema; Yang Liu; T. L. Duvall; Junwei Zhao; A. M. Title; C. J. Schrijver; T. D. Tarbell; S. Tomczyk,Solar Physics,Solar Physics,2011,Journal Article,data/pdfs/scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819.pdf,https://doi.org/10.1007/s11207-011-9834-2,https://link.springer.com/content/pdf/10.1007/s11207-011-9834-2.pdf,OpenAlex,W2111078819,21,renewable energy,United States,,,,,Nationally Determined Contributions,,,
D084,qu_r_2020_temporary_reduction_daily_global_co2_emissions_during_covid_w3026582775,Temporary reduction in daily global CO2 emissions during the COVID-19 forced confinement,Corinne Le Quéré; Robert B. Jackson; Matthew W. Jones; Adam J. P. Smith; Sam Abernethy; Robbie M. Andrew; Anthony J. De-Gol; David Willis; Yuli Shan; Josep G. Canadell; Pierre Friedlingstein; Felix Creutzig; Glen P. Peters,Nature Climate Change,Nature Climate Change,2020,Journal Article,data/pdfs/qu_r_2020_temporary_reduction_daily_global_co2_emissions_during_covid_w3026582775.pdf,https://doi.org/10.1038/s41558-020-0797-x,https://www.nature.com/articles/s41558-020-0797-x.pdf,OpenAlex,W3026582775,8,policy and governance; renewable energy; sustainability,China; Germany; Global; India; United States,Europe; Global,buildings; energy; health; industry; transport,emissions,,,,CO2 emissions; energy efficiency,
